fullVisitorId,visitId,date,device.browser,device.operatingSystem,device.isMobile,device.deviceCategory,geoNetwork.continent,geoNetwork.subContinent,geoNetwork.country,region,hits.page.pagePath,hits.page.pageTitle,hits.item.currencyCode,hits.product.productSKU,hits.product.v2ProductName,hits.product.v2ProductCategory,hits.product.productPrice,channelGrouping
0750846065342433129,1501573386,1/8/2017,Chrome,Macintosh,FALSE,desktop,Europe,Western Europe,Switzerland,EMEA,/google+redesign/electronics/power,Power & Chargers | Electronics | Google Merchandise Store,USD,GGOEGETB023799,Google Power Bank,Home/Electronics/Power/,$55.99,Direct
0750846065342433129,1501573386,1/8/2017,Chrome,Macintosh,FALSE,desktop,Europe,Western Europe,Switzerland,EMEA,/google+redesign/electronics/power,Power & Chargers | Electronics | Google Merchandise Store,USD,GGOEGETR014599,Google Tube Power Bank,Home/Electronics/Power/,$16.99,Direct
0750846065342433129,1501573386,1/8/2017,Chrome,Macintosh,FALSE,desktop,Europe,Western Europe,Switzerland,EMEA,/google+redesign/electronics/power,Power & Chargers | Electronics | Google Merchandise Store,USD,GGOEGEHQ072499,Google 2200mAh Micro Charger,Home/Electronics/Power/,$22.99,Direct
0750846065342433129,1501573386,1/8/2017,Chrome,Macintosh,FALSE,desktop,Europe,Western Europe,Switzerland,EMEA,/google+redesign/electronics/power,Power & Chargers | Electronics | Google Merchandise Store,USD,GGOEGEHQ072599,Google 4400mAh Power Bank,Home/Electronics/Power/,$37.99,Direct
0750846065342433129,1501573386,1/8/2017,Chrome,Macintosh,FALSE,desktop,Europe,Western Europe,Switzerland,EMEA,/google+redesign/electronics/power,Power & Chargers | Electronics | Google Merchandise Store,USD,GGOEGEHQ024099,Clip-on Compact Charger,Home/Electronics/Power/,$59.99,Direct
0750846065342433129,1501573386,1/8/2017,Chrome,Macintosh,FALSE,desktop,Europe,Western Europe,Switzerland,EMEA,/google+redesign/electronics/power,Power & Chargers | Electronics | Google Merchandise Store,USD,GGOEGEHQ071199,"Google High Capacity 10,400mAh Charger",Home/Electronics/Power/,$58.99,Direct
0573427169410921198,1501651467,1/8/2017,Chrome,Windows,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/,$16.99,Organic Search
0573427169410921198,1501651467,1/8/2017,Chrome,Windows,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEGAAX0313,Google Tri-blend Hoodie Grey,Home/Apparel/Men's/,$39.99,Organic Search
0573427169410921198,1501651467,1/8/2017,Chrome,Windows,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEGAAX0569,Google Men's Performance Full Zip Jacket Black,Home/Apparel/Men's/,$119.99,Organic Search
0573427169410921198,1501651467,1/8/2017,Chrome,Windows,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEGAAX0358,Google Men's Zip Hoodie,Home/Apparel/Men's/,$55.99,Organic Search
0573427169410921198,1501651467,1/8/2017,Chrome,Windows,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEWXXX0835,Waze Men's Typography Short Sleeve Tee,Home/Apparel/Men's/,$18.99,Organic Search
0573427169410921198,1501651467,1/8/2017,Chrome,Windows,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEAXXX0808,Android Men's Engineer Short Sleeve Tee Charcoal,Home/Apparel/Men's/,$19.99,Organic Search
0573427169410921198,1501651467,1/8/2017,Chrome,Windows,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEAXXX0810,Android Men's Outerstellar Short Sleeve Tee Black,Home/Apparel/Men's/,$19.99,Organic Search
0573427169410921198,1501651467,1/8/2017,Chrome,Windows,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEAXXX0812,Android Men's Take Charge Short Sleeve Tee Purple,Home/Apparel/Men's/,$19.99,Organic Search
0573427169410921198,1501651467,1/8/2017,Chrome,Windows,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEGXXX0806,Google Men's Bike Short Sleeve Tee Charcoal,Home/Apparel/Men's/,$19.99,Organic Search
0573427169410921198,1501651467,1/8/2017,Chrome,Windows,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEWXXX0828,Waze Men's Short Sleeve Tee,Home/Apparel/Men's/,$18.99,Organic Search
0573427169410921198,1501651467,1/8/2017,Chrome,Windows,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEGAAX0105,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/Men's/,$16.99,Organic Search
0573427169410921198,1501651467,1/8/2017,Chrome,Windows,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEGAAX0106,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/,$16.99,Organic Search
8313021323030224050,1501611552,1/9/2017,Chrome,Android,TRUE,tablet,Asia,Southeast Asia,Vietnam,APAC,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/,$16.99,Referral
8313021323030224050,1501611552,1/9/2017,Chrome,Android,TRUE,tablet,Asia,Southeast Asia,Vietnam,APAC,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEGAAX0313,Google Tri-blend Hoodie Grey,Home/Apparel/Men's/,$39.99,Referral
8313021323030224050,1501611552,1/9/2017,Chrome,Android,TRUE,tablet,Asia,Southeast Asia,Vietnam,APAC,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEGAAX0569,Google Men's Performance Full Zip Jacket Black,Home/Apparel/Men's/,$119.99,Referral
8313021323030224050,1501611552,1/9/2017,Chrome,Android,TRUE,tablet,Asia,Southeast Asia,Vietnam,APAC,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEGAAX0358,Google Men's Zip Hoodie,Home/Apparel/Men's/,$55.99,Referral
8313021323030224050,1501611552,1/9/2017,Chrome,Android,TRUE,tablet,Asia,Southeast Asia,Vietnam,APAC,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEWXXX0835,Waze Men's Typography Short Sleeve Tee,Home/Apparel/Men's/,$18.99,Referral
8313021323030224050,1501611552,1/9/2017,Chrome,Android,TRUE,tablet,Asia,Southeast Asia,Vietnam,APAC,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEAXXX0808,Android Men's Engineer Short Sleeve Tee Charcoal,Home/Apparel/Men's/,$19.99,Referral
8313021323030224050,1501611552,1/9/2017,Chrome,Android,TRUE,tablet,Asia,Southeast Asia,Vietnam,APAC,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEAXXX0810,Android Men's Outerstellar Short Sleeve Tee Black,Home/Apparel/Men's/,$19.99,Referral
8313021323030224050,1501611552,1/9/2017,Chrome,Android,TRUE,tablet,Asia,Southeast Asia,Vietnam,APAC,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEAXXX0812,Android Men's Take Charge Short Sleeve Tee Purple,Home/Apparel/Men's/,$19.99,Referral
8313021323030224050,1501611552,1/9/2017,Chrome,Android,TRUE,tablet,Asia,Southeast Asia,Vietnam,APAC,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEGAAX0105,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/Men's/,$16.99,Referral
8313021323030224050,1501611552,1/9/2017,Chrome,Android,TRUE,tablet,Asia,Southeast Asia,Vietnam,APAC,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEGAAX0106,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/,$16.99,Referral
8313021323030224050,1501611552,1/9/2017,Chrome,Android,TRUE,tablet,Asia,Southeast Asia,Vietnam,APAC,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEGAAX0107,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Home/Apparel/Men's/,$16.99,Referral
8313021323030224050,1501611552,1/9/2017,Chrome,Android,TRUE,tablet,Asia,Southeast Asia,Vietnam,APAC,/google+redesign/apparel/mens,Men's Apparel | Google Merchandise Store,USD,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,Home/Apparel/Men's/,$16.99,Referral
9161549067325106850,1501600400,1/9/2017,Chrome,Android,TRUE,mobile,Americas,Northern America,Canada,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0313,Google Tri-blend Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,$39.99,Organic Search
9161549067325106850,1501600400,1/9/2017,Chrome,Android,TRUE,mobile,Americas,Northern America,Canada,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0358,Google Men's Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,$55.99,Organic Search
9161549067325106850,1501600400,1/9/2017,Chrome,Android,TRUE,mobile,Americas,Northern America,Canada,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0568,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,$109.99,Organic Search
9161549067325106850,1501600400,1/9/2017,Chrome,Android,TRUE,mobile,Americas,Northern America,Canada,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0592,Google Men's Airflow 1/4 Zip Pullover Black,Home/Apparel/Men's/Men's-Outerwear/,$69.99,Organic Search
9161549067325106850,1501600400,1/9/2017,Chrome,Android,TRUE,mobile,Americas,Northern America,Canada,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0593,Google Men's Airflow 1/4 Zip Pullover Lapis,Home/Apparel/Men's/Men's-Outerwear/,$69.99,Organic Search
9161549067325106850,1501600400,1/9/2017,Chrome,Android,TRUE,mobile,Americas,Northern America,Canada,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0598,Google Men's Convertible Vest-Jacket Pewter,Home/Apparel/Men's/Men's-Outerwear/,$98.99,Organic Search
9161549067325106850,1501600400,1/9/2017,Chrome,Android,TRUE,mobile,Americas,Northern America,Canada,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0595,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Home/Apparel/Men's/Men's-Outerwear/,$74.99,Organic Search
9161549067325106850,1501600400,1/9/2017,Chrome,Android,TRUE,mobile,Americas,Northern America,Canada,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0596,Google Men's Quilted Insulated Vest Black,Home/Apparel/Men's/Men's-Outerwear/,$74.99,Organic Search
9161549067325106850,1501600400,1/9/2017,Chrome,Android,TRUE,mobile,Americas,Northern America,Canada,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0569,Google Men's Performance Full Zip Jacket Black,Home/Apparel/Men's/Men's-Outerwear/,$119.99,Organic Search
9161549067325106850,1501600400,1/9/2017,Chrome,Android,TRUE,mobile,Americas,Northern America,Canada,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0567,Google Men's Softshell Jacket Black/Grey,Home/Apparel/Men's/Men's-Outerwear/,$98.99,Organic Search
9161549067325106850,1501600400,1/9/2017,Chrome,Android,TRUE,mobile,Americas,Northern America,Canada,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0731,YouTube Men's Fleece Hoodie Black,Home/Apparel/Men's/Men's-Outerwear/,$55.99,Organic Search
7712738124831804349,1501640178,1/9/2017,Chrome,Windows,FALSE,desktop,Asia,Southeast Asia,Indonesia,APAC,/google+redesign/office/notebooks++journals,Notebooks & Journals | Office | Google Merchandise Store,USD,GGOEA0CH077599,Android Hard Cover Journal,Home/Office/Notebooks & Journals/,$14.99,Organic Search
7712738124831804349,1501640178,1/9/2017,Chrome,Windows,FALSE,desktop,Asia,Southeast Asia,Indonesia,APAC,/google+redesign/office/notebooks++journals,Notebooks & Journals | Office | Google Merchandise Store,USD,GGOEGOCB017499,Leatherette Journal,Home/Office/Notebooks & Journals/,$10.99,Organic Search
7712738124831804349,1501640178,1/9/2017,Chrome,Windows,FALSE,desktop,Asia,Southeast Asia,Indonesia,APAC,/google+redesign/office/notebooks++journals,Notebooks & Journals | Office | Google Merchandise Store,USD,GGOEGOLC013299,Spiral Notebook and Pen Set,Home/Office/Notebooks & Journals/,$5.99,Organic Search
7712738124831804349,1501640178,1/9/2017,Chrome,Windows,FALSE,desktop,Asia,Southeast Asia,Indonesia,APAC,/google+redesign/office/notebooks++journals,Notebooks & Journals | Office | Google Merchandise Store,USD,GGOEGOLC014299,Google Metallic Notebook Set,Home/Office/Notebooks & Journals/,$5.99,Organic Search
7712738124831804349,1501640178,1/9/2017,Chrome,Windows,FALSE,desktop,Asia,Southeast Asia,Indonesia,APAC,/google+redesign/office/notebooks++journals,Notebooks & Journals | Office | Google Merchandise Store,USD,GGOEGOCC077299,Google RFID Journal,Home/Office/Notebooks & Journals/,$19.99,Organic Search
7712738124831804349,1501640178,1/9/2017,Chrome,Windows,FALSE,desktop,Asia,Southeast Asia,Indonesia,APAC,/google+redesign/office/notebooks++journals,Notebooks & Journals | Office | Google Merchandise Store,USD,GGOEAOCB077499,Android RFID Journal,Home/Office/Notebooks & Journals/,$19.99,Organic Search
7712738124831804349,1501640178,1/9/2017,Chrome,Windows,FALSE,desktop,Asia,Southeast Asia,Indonesia,APAC,/google+redesign/office/notebooks++journals,Notebooks & Journals | Office | Google Merchandise Store,USD,GGOEGOCL077699,Google Hard Cover Journal,Home/Office/Notebooks & Journals/,$14.99,Organic Search
7712738124831804349,1501640178,1/9/2017,Chrome,Windows,FALSE,desktop,Asia,Southeast Asia,Indonesia,APAC,/google+redesign/office/notebooks++journals,Notebooks & Journals | Office | Google Merchandise Store,USD,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Office/Notebooks & Journals/,$14.99,Organic Search
7712738124831804349,1501640178,1/9/2017,Chrome,Windows,FALSE,desktop,Asia,Southeast Asia,Indonesia,APAC,/google+redesign/office/notebooks++journals,Notebooks & Journals | Office | Google Merchandise Store,USD,GGOEGOCC077999,Google Spiral Journal with Pen,Home/Office/Notebooks & Journals/,$9.99,Organic Search
7712738124831804349,1501640178,1/9/2017,Chrome,Windows,FALSE,desktop,Asia,Southeast Asia,Indonesia,APAC,/google+redesign/office/notebooks++journals,Notebooks & Journals | Office | Google Merchandise Store,USD,GGOEGOCD078399,Google Leather Perforated Journal,Home/Office/Notebooks & Journals/,$44.99,Organic Search
7712738124831804349,1501640178,1/9/2017,Chrome,Windows,FALSE,desktop,Asia,Southeast Asia,Indonesia,APAC,/google+redesign/office/notebooks++journals,Notebooks & Journals | Office | Google Merchandise Store,USD,GGOEGOCR078499,Google Spiral Leather Journal,Home/Office/Notebooks & Journals/,$23.99,Organic Search
7712738124831804349,1501640178,1/9/2017,Chrome,Windows,FALSE,desktop,Asia,Southeast Asia,Indonesia,APAC,/google+redesign/office/notebooks++journals,Notebooks & Journals | Office | Google Merchandise Store,USD,GGOEGAAX0081,Recycled Paper Journal Set,Home/Office/Notebooks & Journals/,$3.99,Organic Search
6644155147493409979,1501585492,1/9/2017,Chrome,Macintosh,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/shop+by+brand/google,Google | Shop by Brand | Google Merchandise Store,USD,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Home/Shop by Brand/Google/,$2.99,Referral
6644155147493409979,1501585492,1/9/2017,Chrome,Macintosh,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/shop+by+brand/google,Google | Shop by Brand | Google Merchandise Store,USD,GGOEGFKQ020799,Google Doodle Decal,Home/Shop by Brand/Google/,$2.99,Referral
